yourlist:M201912106746803381A1F0E0DB47453E0216320D314B872,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
MFN2,O95140,MFN2_HUMAN,reviewed,Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2),MFN2 CPRP1 KIAA0214,Homo sapiens (Human),757
MFN2,Q5JXC5,Q5JXC5_HUMAN,unreviewed,Mitofusin-2 (Fragment),MFN2,Homo sapiens (Human),98
CTRC,Q68DR9,Q68DR9_HUMAN,unreviewed,Chymotrypsin-C,CTRC DKFZp779K0837,Homo sapiens (Human),69
CTRC,Q99895,CTRC_HUMAN,reviewed,Chymotrypsin-C (EC 3.4.21.2) (Caldecrin),CTRC CLCR,Homo sapiens (Human),268
CLCNKB,A0A087X136,A0A087X136_HUMAN,unreviewed,Chloride channel protein ClC-Kb,CLCNKB,Homo sapiens (Human),463
CLCNKB,P51801,CLCKB_HUMAN,reviewed,Chloride channel protein ClC-Kb (Chloride channel Kb) (ClC-K2),CLCNKB,Homo sapiens (Human),687
CLCNKB,Q5T5Q6,Q5T5Q6_HUMAN,unreviewed,Chloride channel protein ClC-Kb (Fragment),CLCNKB,Homo sapiens (Human),146
CLCNKB,Q8WW53,Q8WW53_HUMAN,unreviewed,CLCNKB protein,CLCNKB,Homo sapiens (Human),462
EPHA2,A0A024QZA8,A0A024QZA8_HUMAN,unreviewed,"EPH receptor A2, isoform CRA_a",EPHA2 hCG_24712,Homo sapiens (Human),976
EPHA2,P29317,EPHA2_HUMAN,reviewed,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),EPHA2 ECK,Homo sapiens (Human),976
EPHA2,Q8IZL0,Q8IZL0_HUMAN,unreviewed,Protein tyrosine kinase (Fragment),EPHA2,Homo sapiens (Human),28
EPHA2,Q96HF4,Q96HF4_HUMAN,unreviewed,EPHA2 protein (Fragment),EPHA2,Homo sapiens (Human),253
ATP13A2,A0A087WUM9,A0A087WUM9_HUMAN,unreviewed,Cation-transporting ATPase 13A2,ATP13A2,Homo sapiens (Human),228
ATP13A2,H0Y8I1,H0Y8I1_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),258
ATP13A2,H0Y8V5,H0Y8V5_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),188
ATP13A2,H0Y8Z6,H0Y8Z6_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),190
ATP13A2,H0Y953,H0Y953_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),398
ATP13A2,H0Y9K0,H0Y9K0_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),321
ATP13A2,H0Y9K4,H0Y9K4_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),191
ATP13A2,H0YAI7,H0YAI7_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),189
ATP13A2,Q8N4D4,Q8N4D4_HUMAN,unreviewed,Cation-transporting ATPase (EC 3.6.3.-) (Fragment),ATP13A2,Homo sapiens (Human),1088
ATP13A2,Q9NQ11,AT132_HUMAN,reviewed,Cation-transporting ATPase 13A2 (EC 7.2.2.-),ATP13A2 PARK9,Homo sapiens (Human),1180
SDHB,A0A087WWT1,A0A087WWT1_HUMAN,unreviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Fragment)",SDHB,Homo sapiens (Human),200
SDHB,A0A087WXX8,A0A087WXX8_HUMAN,unreviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment)",SDHB,Homo sapiens (Human),123
SDHB,P21912,SDHB_HUMAN,reviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)",SDHB SDH SDH1,Homo sapiens (Human),280
SDHB,Q70SX8,Q70SX8_HUMAN,unreviewed,"Succinate dehydrogenase complex, subunit B, iron sulfur (Ip) (EC 1.3.5.1) (Fragment)",SDHB,Homo sapiens (Human),24
ALDH4A1,A0A024RAD8,A0A024RAD8_HUMAN,unreviewed,Multifunctional fusion protein [Includes: L-glutamate gamma-semialdehyde dehydrogenase (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase)],ALDH4A1 hCG_25108,Homo sapiens (Human),563
ALDH4A1,P30038,AL4A1_HUMAN,reviewed,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)",ALDH4A1 ALDH4 P5CDH,Homo sapiens (Human),563
ALDH4A1,Q5TF55,Q5TF55_HUMAN,unreviewed,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (Fragment)",ALDH4A1,Homo sapiens (Human),214
EMC1,A0A286YEW0,A0A286YEW0_HUMAN,unreviewed,ER membrane protein complex subunit 1 (Fragment),EMC1,Homo sapiens (Human),190
EMC1,H7C4E3,H7C4E3_HUMAN,unreviewed,ER membrane protein complex subunit 1 (Fragment),EMC1,Homo sapiens (Human),86
EMC1,H7C5A2,H7C5A2_HUMAN,unreviewed,ER membrane protein complex subunit 1 (Fragment),EMC1,Homo sapiens (Human),178
EMC1,Q5TG59,Q5TG59_HUMAN,unreviewed,ER membrane protein complex subunit 1,EMC1,Homo sapiens (Human),75
EMC1,Q8N766,EMC1_HUMAN,reviewed,ER membrane protein complex subunit 1,EMC1 KIAA0090 PSEC0263,Homo sapiens (Human),993
PINK1,Q9BXM7,PINK1_HUMAN,reviewed,"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)",PINK1,Homo sapiens (Human),581
DDOST,A0A024RAD5,A0A024RAD5_HUMAN,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit),DDOST hCG_38871,Homo sapiens (Human),456
DDOST,A0A0C4DGS1,A0A0C4DGS1_HUMAN,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit),DDOST,Homo sapiens (Human),439
DDOST,P39656,OST48_HUMAN,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),DDOST KIAA0115 OST48 OK/SW-cl.45,Homo sapiens (Human),456
DDOST,U3KQ84,U3KQ84_HUMAN,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit) (Fragment),DDOST,Homo sapiens (Human),154
ECE1,A0A024RAB0,A0A024RAB0_HUMAN,unreviewed,"Endothelin converting enzyme 1, isoform CRA_a",ECE1 hCG_38869,Homo sapiens (Human),758
ECE1,A0A024RAB2,A0A024RAB2_HUMAN,unreviewed,"Endothelin converting enzyme 1, isoform CRA_c",ECE1 hCG_38869,Homo sapiens (Human),767
ECE1,A0A024RAF7,A0A024RAF7_HUMAN,unreviewed,"Endothelin converting enzyme 1, isoform CRA_b",ECE1 hCG_38869,Homo sapiens (Human),770
ECE1,A0A3B3ISF9,A0A3B3ISF9_HUMAN,unreviewed,Endothelin-converting enzyme 1,ECE1,Homo sapiens (Human),842
ECE1,B4DKB2,B4DKB2_HUMAN,unreviewed,"Endothelin-converting enzyme 1 (cDNA FLJ59212, highly similar to Endothelin-converting enzyme 1)",ECE1,Homo sapiens (Human),738
ECE1,E9PHZ1,E9PHZ1_HUMAN,unreviewed,Endothelin-converting enzyme 1 (Fragment),ECE1,Homo sapiens (Human),134
ECE1,E9PJG1,E9PJG1_HUMAN,unreviewed,Endothelin-converting enzyme 1 (Fragment),ECE1,Homo sapiens (Human),77
ECE1,E9PN99,E9PN99_HUMAN,unreviewed,Endothelin-converting enzyme 1 (Fragment),ECE1,Homo sapiens (Human),103
ECE1,P42892,ECE1_HUMAN,reviewed,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),ECE1,Homo sapiens (Human),770
ALPL,A0A024RAG0,A0A024RAG0_HUMAN,unreviewed,Alkaline phosphatase (EC 3.1.3.1),ALPL hCG_38868,Homo sapiens (Human),524
ALPL,B1ANL0,B1ANL0_HUMAN,unreviewed,"Alkaline phosphatase, tissue-nonspecific isozyme (Fragment)",ALPL,Homo sapiens (Human),216
ALPL,G8I0M6,G8I0M6_HUMAN,unreviewed,Alkaline phosphatase liver/bone/kidney (EC 3.1.3.1) (Fragment),ALPL,Homo sapiens (Human),48
ALPL,P05186,PPBT_HUMAN,reviewed,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme)",ALPL,Homo sapiens (Human),524
HSPG2,A0A024RAB6,A0A024RAB6_HUMAN,unreviewed,"Heparan sulfate proteoglycan 2 (Perlecan), isoform CRA_b",HSPG2 hCG_1981506,Homo sapiens (Human),4346
HSPG2,A0A0U1RQT3,A0A0U1RQT3_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),307
HSPG2,A0A2R8YH07,A0A2R8YH07_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),236
HSPG2,A0A3B3IT11,A0A3B3IT11_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),288
HSPG2,B6EU51,B6EU51_HUMAN,unreviewed,Perlecan proteoglycan 2 (Fragment),HSPG2,Homo sapiens (Human),21
HSPG2,H0Y5A9,H0Y5A9_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),197
HSPG2,H7BYA5,H7BYA5_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),109
HSPG2,O43834,O43834_HUMAN,unreviewed,Heparan sulfate proteoglycan (Fragment),HSPG2,Homo sapiens (Human),18
HSPG2,P98160,PGBM_HUMAN,reviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],HSPG2,Homo sapiens (Human),4391
HSPG2,Q2VPA1,Q2VPA1_HUMAN,unreviewed,HSPG2 protein (Fragment),HSPG2,Homo sapiens (Human),351
CDC42,A0A024RAE4,A0A024RAE4_HUMAN,unreviewed,"Cell division cycle 42 (GTP binding protein, 25kDa), isoform CRA_a",CDC42 hCG_1981007,Homo sapiens (Human),191
CDC42,A0A024RAE6,A0A024RAE6_HUMAN,unreviewed,"Cell division cycle 42 (GTP binding protein, 25kDa), isoform CRA_c",CDC42 hCG_1981007,Homo sapiens (Human),191
CDC42,A0A3B3IRV0,A0A3B3IRV0_HUMAN,unreviewed,Cell division control protein 42 homolog,CDC42,Homo sapiens (Human),41
CDC42,A0A494BZX6,A0A494BZX6_HUMAN,unreviewed,Cell division control protein 42 homolog (Fragment),CDC42,Homo sapiens (Human),156
CDC42,A0A494C1M1,A0A494C1M1_HUMAN,unreviewed,Cell division control protein 42 homolog (Fragment),CDC42,Homo sapiens (Human),115
CDC42,A0A590UJK8,A0A590UJK8_HUMAN,unreviewed,Cell division control protein 42 homolog,CDC42,Homo sapiens (Human),166
CDC42,P60953,CDC42_HUMAN,reviewed,Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein),CDC42,Homo sapiens (Human),191
CDC42,Q5JYX0,Q5JYX0_HUMAN,unreviewed,Cell division control protein 42 homolog (Fragment),CDC42,Homo sapiens (Human),136
KDM1A,O60341,KDM1A_HUMAN,reviewed,Lysine-specific histone demethylase 1A (EC 1.-.-.-) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2),KDM1A AOF2 KDM1 KIAA0601 LSD1,Homo sapiens (Human),852
KDM1A,R4GMP9,R4GMP9_HUMAN,unreviewed,Lysine-specific histone demethylase 1A (Fragment),KDM1A,Homo sapiens (Human),301
KDM1A,R4GMQ1,R4GMQ1_HUMAN,unreviewed,Lysine-specific histone demethylase (EC 1.-.-.-),KDM1A,Homo sapiens (Human),858
RPL11,A0A2R8Y447,A0A2R8Y447_HUMAN,unreviewed,60S ribosomal protein L11,RPL11,Homo sapiens (Human),44
RPL11,P62913,RL11_HUMAN,reviewed,60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5),RPL11,Homo sapiens (Human),178
RPL11,Q5VVC8,Q5VVC8_HUMAN,unreviewed,60S ribosomal protein L11,RPL11,Homo sapiens (Human),167
RPL11,Q5VVD0,Q5VVD0_HUMAN,unreviewed,"Ribosomal protein L11, isoform CRA_b (cDNA, FLJ92077, Homo sapiens ribosomal protein L11 (RPL11), mRNA)",RPL11 hCG_1739238,Homo sapiens (Human),178
GALE,A0A024RAB7,A0A024RAB7_HUMAN,unreviewed,"UDP-galactose-4-epimerase, isoform CRA_b",GALE hCG_37681,Homo sapiens (Human),239
GALE,Q14376,GALE_HUMAN,reviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylgalactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactose 4-epimerase),GALE,Homo sapiens (Human),348
GALE,Q5QPP1,Q5QPP1_HUMAN,unreviewed,UDP-glucose 4-epimerase (Fragment),GALE,Homo sapiens (Human),194
GALE,Q5QPP3,Q5QPP3_HUMAN,unreviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Fragment),GALE,Homo sapiens (Human),227
GALE,Q5QPP4,Q5QPP4_HUMAN,unreviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Fragment),GALE,Homo sapiens (Human),239
GALE,Q5QPP9,Q5QPP9_HUMAN,unreviewed,UDP-glucose 4-epimerase (Fragment),GALE,Homo sapiens (Human),108
HMGCL,B1AK13,B1AK13_HUMAN,unreviewed,"3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (Hydroxymethylglutaricaciduria), isoform CRA_b (cDNA FLJ16378 fis, clone TKIDN2016399, highly similar to Hydroxymethylglutaryl-CoA lyase, mitochondrial)",HMGCL hCG_37683,Homo sapiens (Human),300
HMGCL,G8FGB4,G8FGB4_HUMAN,unreviewed,"Mutant 3-hydroxymethyl-3-methylglutaryl-CoA lyase, transcript variant 1 (Fragment)",HMGCL,Homo sapiens (Human),30
HMGCL,H0Y2L7,H0Y2L7_HUMAN,unreviewed,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (Fragment)",HMGCL,Homo sapiens (Human),182
HMGCL,L8EC54,L8EC54_HUMAN,unreviewed,Alternative protein HMGCL,HMGCL,Homo sapiens (Human),52
HMGCL,P35914,HMGCL_HUMAN,reviewed,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)",HMGCL,Homo sapiens (Human),325
FUCA1,P04066,FUCO_HUMAN,reviewed,Tissue alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1) (Alpha-L-fucosidase 1),FUCA1 Nbla10230,Homo sapiens (Human),466
LDLRAP1,Q5SW96,ARH_HUMAN,reviewed,Low density lipoprotein receptor adapter protein 1 (Autosomal recessive hypercholesterolemia protein),LDLRAP1 ARH,Homo sapiens (Human),308
SEPN1,Q9NZV5,SELN_HUMAN,reviewed,Selenoprotein N (SelN),SELENON SELN SEPN1,Homo sapiens (Human),590
DHDDS,E9PI09,E9PI09_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-),DHDDS,Homo sapiens (Human),198
DHDDS,E9PI64,E9PI64_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),130
DHDDS,E9PKJ5,E9PKJ5_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),60
DHDDS,E9PL99,E9PL99_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),71
DHDDS,E9PR24,E9PR24_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),165
DHDDS,E9PRS7,E9PRS7_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),122
DHDDS,E9PSH7,E9PSH7_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),85
DHDDS,H0Y4T1,H0Y4T1_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),162
DHDDS,Q5T0A0,Q5T0A0_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS,DHDDS,Homo sapiens (Human),73
DHDDS,Q5T0A1,Q5T0A1_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-),DHDDS,Homo sapiens (Human),209
DHDDS,Q5T0A2,Q5T0A2_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),173
DHDDS,Q5T0A3,Q5T0A3_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),216
DHDDS,Q5T0A6,Q5T0A6_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),169
DHDDS,Q86SQ9,DHDDS_HUMAN,reviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (EC 2.5.1.87) (Cis-isoprenyltransferase) (CIT) (Cis-IPTase) (Cis-prenyltransferase subunit hCIT) (Epididymis tissue protein Li 189m),DHDDS HDS,Homo sapiens (Human),333
ARID1A,A0A087WUV6,A0A087WUV6_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A,ARID1A,Homo sapiens (Human),1141
ARID1A,A0A0S2Q0B1,A0A0S2Q0B1_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A,ARID1A,Homo sapiens (Human),2285
ARID1A,A0A1B0GTU5,A0A1B0GTU5_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),1903
ARID1A,A0A1B0GVT5,A0A1B0GVT5_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),206
ARID1A,A4FU79,A4FU79_HUMAN,unreviewed,ARID1A protein (Fragment),ARID1A,Homo sapiens (Human),164
ARID1A,C1KEN7,C1KEN7_HUMAN,unreviewed,ARID1A (Fragment),ARID1A,Homo sapiens (Human),37
ARID1A,E9PQW6,E9PQW6_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),122
ARID1A,H0Y488,H0Y488_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A,ARID1A,Homo sapiens (Human),1901
ARID1A,H0YCU6,H0YCU6_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),144
ARID1A,H0YEW5,H0YEW5_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),188
ARID1A,O14497,ARI1A_HUMAN,reviewed,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,Homo sapiens (Human),2285
PIGV,A0A0A0MSQ1,A0A0A0MSQ1_HUMAN,unreviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (Fragment),PIGV,Homo sapiens (Human),72
PIGV,A0A0A0MSX6,A0A0A0MSX6_HUMAN,unreviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (Fragment),PIGV,Homo sapiens (Human),182
PIGV,E9PQC7,E9PQC7_HUMAN,unreviewed,GPI mannosyltransferase 2,PIGV,Homo sapiens (Human),74
PIGV,Q9NUD9,PIGV_HUMAN,reviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Phosphatidylinositol-glycan biosynthesis class V protein) (PIG-V),PIGV,Homo sapiens (Human),493
PIGV,X1WI27,X1WI27_HUMAN,unreviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (Fragment),PIGV,Homo sapiens (Human),120
AHDC1,Q5TGY3,AHDC1_HUMAN,reviewed,AT-hook DNA-binding motif-containing protein 1,AHDC1,Homo sapiens (Human),1603
YARS,A0A0S2Z4P3,A0A0S2Z4P3_HUMAN,unreviewed,Tyrosyl-tRNA synthetase isoform 2,YARS,Homo sapiens (Human),44
YARS,A0A0S2Z4R1,A0A0S2Z4R1_HUMAN,unreviewed,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (Fragment),YARS,Homo sapiens (Human),528
YARS,P54577,SYYC_HUMAN,reviewed,"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]",YARS,Homo sapiens (Human),528
AK2,A0A140VK93,A0A140VK93_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",AK2,Homo sapiens (Human),239
AK2,F8VPP1,F8VPP1_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial",AK2,Homo sapiens (Human),42
AK2,F8VY04,F8VY04_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial",AK2,Homo sapiens (Human),190
AK2,F8VZG5,F8VZG5_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial",AK2,Homo sapiens (Human),162
AK2,F8W1A4,F8W1A4_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",AK2,Homo sapiens (Human),232
AK2,G3V213,G3V213_HUMAN,unreviewed,"Adenylate kinase 2, isoform CRA_a (Adenylate kinase 2, mitochondrial)",AK2 hCG_2032090,Homo sapiens (Human),133
AK2,P54819,KAD2_HUMAN,reviewed,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) [Cleaved into: Adenylate kinase 2, mitochondrial, N-terminally processed]",AK2 ADK2,Homo sapiens (Human),239
GJB3,O75712,CXB3_HUMAN,reviewed,Gap junction beta-3 protein (Connexin-31) (Cx31),GJB3 CX31,Homo sapiens (Human),270
CSF3R,E9PK56,E9PK56_HUMAN,unreviewed,Granulocyte colony-stimulating factor receptor (Fragment),CSF3R,Homo sapiens (Human),21
CSF3R,H0YE86,H0YE86_HUMAN,unreviewed,Granulocyte colony-stimulating factor receptor (Fragment),CSF3R,Homo sapiens (Human),388
CSF3R,Q99062,CSF3R_HUMAN,reviewed,Granulocyte colony-stimulating factor receptor (G-CSF receptor) (G-CSF-R) (CD antigen CD114),CSF3R GCSFR,Homo sapiens (Human),836
CAP1,D3DPU2,D3DPU2_HUMAN,unreviewed,Adenylyl cyclase-associated protein,CAP1 hCG_2033246,Homo sapiens (Human),475
CAP1,L8EAI0,L8EAI0_HUMAN,unreviewed,Alternative protein CAP1,CAP1,Homo sapiens (Human),75
CAP1,Q01518,CAP1_HUMAN,reviewed,Adenylyl cyclase-associated protein 1 (CAP 1),CAP1 CAP,Homo sapiens (Human),475
CAP1,Q13114,TRAF3_HUMAN,reviewed,TNF receptor-associated factor 3 (EC 2.3.2.27) (CAP-1) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3),TRAF3 CAP1 CRAF1,Homo sapiens (Human),568
CAP1,Q5T0R1,Q5T0R1_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),215
CAP1,Q5T0R2,Q5T0R2_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),208
CAP1,Q5T0R3,Q5T0R3_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),203
CAP1,Q5T0R4,Q5T0R4_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),201
CAP1,Q5T0R5,Q5T0R5_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),179
CAP1,Q5T0R6,Q5T0R6_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),176
CAP1,Q5T0R7,Q5T0R7_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),174
CAP1,Q5T0R8,Q5T0R8_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),58
CAP1,Q5T0R9,Q5T0R9_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),262
CAP1,Q5T0S3,Q5T0S3_HUMAN,unreviewed,Adenylyl cyclase-associated protein 1 (Fragment),CAP1,Homo sapiens (Human),145
PPT1,A0A286YEP3,A0A286YEP3_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1,PPT1,Homo sapiens (Human),46
PPT1,A0A286YF39,A0A286YF39_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1,PPT1,Homo sapiens (Human),52
PPT1,A0A286YFE3,A0A286YFE3_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1,PPT1,Homo sapiens (Human),301
PPT1,A0A286YFF7,A0A286YFF7_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1,PPT1,Homo sapiens (Human),335
PPT1,A0A286YFL6,A0A286YFL6_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1 (Fragment),PPT1,Homo sapiens (Human),78
PPT1,A0A286YFL8,A0A286YFL8_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1 (Fragment),PPT1,Homo sapiens (Human),323
PPT1,A0A2C9F2P4,A0A2C9F2P4_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1,PPT1,Homo sapiens (Human),305
PPT1,E9PIA8,E9PIA8_HUMAN,unreviewed,Palmitoyl-protein thioesterase 1 (Fragment),PPT1,Homo sapiens (Human),208
