,DataFrame,,From Online Query on Uniprot,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
151,PRDM16,,MTHFR,Q4FE54,Q4FE54_HUMAN,unreviewed,MTHF reductase (Fragment),MTHFR,Homo sapiens (Human),54
152,PRDM16,,MTHFR,Q5SNW5,Q5SNW5_HUMAN,unreviewed,Methylenetetrahydrofolate reductase (Fragment),MTHFR,Homo sapiens (Human),143
153,PRDM16,,MTHFR,Q5SNW7,Q5SNW7_HUMAN,unreviewed,Methylenetetrahydrofolate reductase (EC 1.5.1.20),MTHFR,Homo sapiens (Human),696
154,PRDM16,,MTHFR,Q9NY62,Q9NY62_HUMAN,unreviewed,Methylenetetrahydrofolate reductase (Methylenetetrahydrofolate reductase intermediate form) (Fragment),MTHFR,Homo sapiens (Human),101
155,PRDM16,,MTHFR,Q9NY63,Q9NY63_HUMAN,unreviewed,Methylenetetrahydrofolate reductase (Methylenetetrahydrofolate reductase short isoform) (Fragment),MTHFR,Homo sapiens (Human),78
156,PRDM16,,NPPA,A0A087X094,A0A087X094_HUMAN,unreviewed,Natriuretic peptides A,NPPA,Homo sapiens (Human),152
157,PRDM16,,NPPA,B0ZBE8,B0ZBE8_HUMAN,unreviewed,Natriuretic peptide A variant 1 (Natriuretic peptides A),NPPA,Homo sapiens (Human),101
158,PRDM16,,NPPA,P01160,ANF_HUMAN,reviewed,Natriuretic peptides A (CDD-ANF) (Cardiodilatin) (CDD) (Cardiodilatin-related peptide) (CDP) (Prepronatriodilatin) [Cleaved into: Atrial natriuretic factor (ANF) (Atrial natriuretic peptide) (ANP)],NPPA ANP PND,Homo sapiens (Human),153
159,PRDM16,,PLOD1,A0A024R4H0,A0A024R4H0_HUMAN,unreviewed,"Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1, isoform CRA_a",PLOD1 hCG_25059,Homo sapiens (Human),727
160,PRDM16,,PLOD1,Q02809,PLOD1_HUMAN,reviewed,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",PLOD1 LLH PLOD,Homo sapiens (Human),727
161,PRDM16,,PLOD1,Q5JXB7,Q5JXB7_HUMAN,unreviewed,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (Fragment)",PLOD1,Homo sapiens (Human),283
162,PRDM16,,PLOD1,Q5JXB8,Q5JXB8_HUMAN,unreviewed,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (Fragment)",PLOD1,Homo sapiens (Human),225
163,PRDM16,,MFN2,O95140,MFN2_HUMAN,reviewed,Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2),MFN2 CPRP1 KIAA0214,Homo sapiens (Human),757
164,PRDM16,,MFN2,Q5JXC5,Q5JXC5_HUMAN,unreviewed,Mitofusin-2 (Fragment),MFN2,Homo sapiens (Human),98
165,PRDM16,,CTRC,Q68DR9,Q68DR9_HUMAN,unreviewed,Chymotrypsin-C,CTRC DKFZp779K0837,Homo sapiens (Human),69
166,PRDM16,,CTRC,Q99895,CTRC_HUMAN,reviewed,Chymotrypsin-C (EC 3.4.21.2) (Caldecrin),CTRC CLCR,Homo sapiens (Human),268
167,PRDM16,,CLCNKB,A0A087X136,A0A087X136_HUMAN,unreviewed,Chloride channel protein ClC-Kb,CLCNKB,Homo sapiens (Human),463
168,PRDM16,,CLCNKB,P51801,CLCKB_HUMAN,reviewed,Chloride channel protein ClC-Kb (Chloride channel Kb) (ClC-K2),CLCNKB,Homo sapiens (Human),687
169,PRDM16,,CLCNKB,Q5T5Q6,Q5T5Q6_HUMAN,unreviewed,Chloride channel protein ClC-Kb (Fragment),CLCNKB,Homo sapiens (Human),146
170,PRDM16,,CLCNKB,Q8WW53,Q8WW53_HUMAN,unreviewed,CLCNKB protein,CLCNKB,Homo sapiens (Human),462
171,PRDM16,,EPHA2,A0A024QZA8,A0A024QZA8_HUMAN,unreviewed,"EPH receptor A2, isoform CRA_a",EPHA2 hCG_24712,Homo sapiens (Human),976
172,PRDM16,,EPHA2,P29317,EPHA2_HUMAN,reviewed,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),EPHA2 ECK,Homo sapiens (Human),976
173,PRDM16,,EPHA2,Q8IZL0,Q8IZL0_HUMAN,unreviewed,Protein tyrosine kinase (Fragment),EPHA2,Homo sapiens (Human),28
174,PRDM16,,EPHA2,Q96HF4,Q96HF4_HUMAN,unreviewed,EPHA2 protein (Fragment),EPHA2,Homo sapiens (Human),253
175,PRDM16,,ATP13A2,A0A087WUM9,A0A087WUM9_HUMAN,unreviewed,Cation-transporting ATPase 13A2,ATP13A2,Homo sapiens (Human),228
176,PRDM16,,ATP13A2,H0Y8I1,H0Y8I1_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),258
177,PRDM16,,ATP13A2,H0Y8V5,H0Y8V5_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),188
178,PRDM16,,ATP13A2,H0Y8Z6,H0Y8Z6_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),190
179,PRDM16,,ATP13A2,H0Y953,H0Y953_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),398
180,PRDM16,,ATP13A2,H0Y9K0,H0Y9K0_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),321
181,PRDM16,,ATP13A2,H0Y9K4,H0Y9K4_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),191
182,PRDM16,,ATP13A2,H0YAI7,H0YAI7_HUMAN,unreviewed,Cation-transporting ATPase 13A2 (Fragment),ATP13A2,Homo sapiens (Human),189
183,PRDM16,,ATP13A2,Q8N4D4,Q8N4D4_HUMAN,unreviewed,Cation-transporting ATPase (EC 3.6.3.-) (Fragment),ATP13A2,Homo sapiens (Human),1088
184,PRDM16,,ATP13A2,Q9NQ11,AT132_HUMAN,reviewed,Cation-transporting ATPase 13A2 (EC 7.2.2.-),ATP13A2 PARK9,Homo sapiens (Human),1180
185,PRDM16,,SDHB,A0A087WWT1,A0A087WWT1_HUMAN,unreviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Fragment)",SDHB,Homo sapiens (Human),200
186,PRDM16,,SDHB,A0A087WXX8,A0A087WXX8_HUMAN,unreviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment)",SDHB,Homo sapiens (Human),123
187,PRDM16,,SDHB,P21912,SDHB_HUMAN,reviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)",SDHB SDH SDH1,Homo sapiens (Human),280
188,PRDM16,,SDHB,Q70SX8,Q70SX8_HUMAN,unreviewed,"Succinate dehydrogenase complex, subunit B, iron sulfur (Ip) (EC 1.3.5.1) (Fragment)",SDHB,Homo sapiens (Human),24
189,PRDM16,,ALDH4A1,A0A024RAD8,A0A024RAD8_HUMAN,unreviewed,Multifunctional fusion protein [Includes: L-glutamate gamma-semialdehyde dehydrogenase (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase)],ALDH4A1 hCG_25108,Homo sapiens (Human),563
190,PRDM16,,ALDH4A1,P30038,AL4A1_HUMAN,reviewed,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)",ALDH4A1 ALDH4 P5CDH,Homo sapiens (Human),563
191,PRDM16,,ALDH4A1,Q5TF55,Q5TF55_HUMAN,unreviewed,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (Fragment)",ALDH4A1,Homo sapiens (Human),214
192,PRDM16,,EMC1,A0A286YEW0,A0A286YEW0_HUMAN,unreviewed,ER membrane protein complex subunit 1 (Fragment),EMC1,Homo sapiens (Human),190
193,PRDM16,,EMC1,H7C4E3,H7C4E3_HUMAN,unreviewed,ER membrane protein complex subunit 1 (Fragment),EMC1,Homo sapiens (Human),86
194,PRDM16,,EMC1,H7C5A2,H7C5A2_HUMAN,unreviewed,ER membrane protein complex subunit 1 (Fragment),EMC1,Homo sapiens (Human),178
195,PRDM16,,EMC1,Q5TG59,Q5TG59_HUMAN,unreviewed,ER membrane protein complex subunit 1,EMC1,Homo sapiens (Human),75
196,PRDM16,,EMC1,Q8N766,EMC1_HUMAN,reviewed,ER membrane protein complex subunit 1,EMC1 KIAA0090 PSEC0263,Homo sapiens (Human),993
197,PRDM16,,PINK1,Q9BXM7,PINK1_HUMAN,reviewed,"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)",PINK1,Homo sapiens (Human),581
198,PRDM16,,DDOST,A0A024RAD5,A0A024RAD5_HUMAN,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit),DDOST hCG_38871,Homo sapiens (Human),456
199,NPHP4,,DDOST,A0A0C4DGS1,A0A0C4DGS1_HUMAN,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit),DDOST,Homo sapiens (Human),439
200,NPHP4,,DDOST,P39656,OST48_HUMAN,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),DDOST KIAA0115 OST48 OK/SW-cl.45,Homo sapiens (Human),456
201,NPHP4,,DDOST,U3KQ84,U3KQ84_HUMAN,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit) (Fragment),DDOST,Homo sapiens (Human),154
202,NPHP4,,ECE1,A0A024RAB0,A0A024RAB0_HUMAN,unreviewed,"Endothelin converting enzyme 1, isoform CRA_a",ECE1 hCG_38869,Homo sapiens (Human),758
203,NPHP4,,ECE1,A0A024RAB2,A0A024RAB2_HUMAN,unreviewed,"Endothelin converting enzyme 1, isoform CRA_c",ECE1 hCG_38869,Homo sapiens (Human),767
204,NPHP4,,ECE1,A0A024RAF7,A0A024RAF7_HUMAN,unreviewed,"Endothelin converting enzyme 1, isoform CRA_b",ECE1 hCG_38869,Homo sapiens (Human),770
205,NPHP4,,ECE1,A0A3B3ISF9,A0A3B3ISF9_HUMAN,unreviewed,Endothelin-converting enzyme 1,ECE1,Homo sapiens (Human),842
206,NPHP4,,ECE1,B4DKB2,B4DKB2_HUMAN,unreviewed,"Endothelin-converting enzyme 1 (cDNA FLJ59212, highly similar to Endothelin-converting enzyme 1)",ECE1,Homo sapiens (Human),738
207,NPHP4,,ECE1,E9PHZ1,E9PHZ1_HUMAN,unreviewed,Endothelin-converting enzyme 1 (Fragment),ECE1,Homo sapiens (Human),134
208,NPHP4,,ECE1,E9PJG1,E9PJG1_HUMAN,unreviewed,Endothelin-converting enzyme 1 (Fragment),ECE1,Homo sapiens (Human),77
209,NPHP4,,ECE1,E9PN99,E9PN99_HUMAN,unreviewed,Endothelin-converting enzyme 1 (Fragment),ECE1,Homo sapiens (Human),103
210,NPHP4,,ECE1,P42892,ECE1_HUMAN,reviewed,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),ECE1,Homo sapiens (Human),770
211,NPHP4,,ALPL,A0A024RAG0,A0A024RAG0_HUMAN,unreviewed,Alkaline phosphatase (EC 3.1.3.1),ALPL hCG_38868,Homo sapiens (Human),524
212,NPHP4,,ALPL,B1ANL0,B1ANL0_HUMAN,unreviewed,"Alkaline phosphatase, tissue-nonspecific isozyme (Fragment)",ALPL,Homo sapiens (Human),216
213,NPHP4,,ALPL,G8I0M6,G8I0M6_HUMAN,unreviewed,Alkaline phosphatase liver/bone/kidney (EC 3.1.3.1) (Fragment),ALPL,Homo sapiens (Human),48
214,NPHP4,,ALPL,P05186,PPBT_HUMAN,reviewed,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme)",ALPL,Homo sapiens (Human),524
215,NPHP4,,HSPG2,A0A024RAB6,A0A024RAB6_HUMAN,unreviewed,"Heparan sulfate proteoglycan 2 (Perlecan), isoform CRA_b",HSPG2 hCG_1981506,Homo sapiens (Human),4346
216,NPHP4,,HSPG2,A0A0U1RQT3,A0A0U1RQT3_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),307
217,NPHP4,,HSPG2,A0A2R8YH07,A0A2R8YH07_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),236
218,NPHP4,,HSPG2,A0A3B3IT11,A0A3B3IT11_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),288
219,NPHP4,,HSPG2,B6EU51,B6EU51_HUMAN,unreviewed,Perlecan proteoglycan 2 (Fragment),HSPG2,Homo sapiens (Human),21
220,NPHP4,,HSPG2,H0Y5A9,H0Y5A9_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),197
221,NPHP4,,HSPG2,H7BYA5,H7BYA5_HUMAN,unreviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (Fragment),HSPG2,Homo sapiens (Human),109
222,NPHP4,,HSPG2,O43834,O43834_HUMAN,unreviewed,Heparan sulfate proteoglycan (Fragment),HSPG2,Homo sapiens (Human),18
223,NPHP4,,HSPG2,P98160,PGBM_HUMAN,reviewed,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],HSPG2,Homo sapiens (Human),4391
224,NPHP4,,HSPG2,Q2VPA1,Q2VPA1_HUMAN,unreviewed,HSPG2 protein (Fragment),HSPG2,Homo sapiens (Human),351
225,NPHP4,,CDC42,A0A024RAE4,A0A024RAE4_HUMAN,unreviewed,"Cell division cycle 42 (GTP binding protein, 25kDa), isoform CRA_a",CDC42 hCG_1981007,Homo sapiens (Human),191
226,NPHP4,,CDC42,A0A024RAE6,A0A024RAE6_HUMAN,unreviewed,"Cell division cycle 42 (GTP binding protein, 25kDa), isoform CRA_c",CDC42 hCG_1981007,Homo sapiens (Human),191
227,NPHP4,,CDC42,A0A3B3IRV0,A0A3B3IRV0_HUMAN,unreviewed,Cell division control protein 42 homolog,CDC42,Homo sapiens (Human),41
228,NPHP4,,CDC42,A0A494BZX6,A0A494BZX6_HUMAN,unreviewed,Cell division control protein 42 homolog (Fragment),CDC42,Homo sapiens (Human),156
229,NPHP4,,CDC42,A0A494C1M1,A0A494C1M1_HUMAN,unreviewed,Cell division control protein 42 homolog (Fragment),CDC42,Homo sapiens (Human),115
230,NPHP4,,CDC42,A0A590UJK8,A0A590UJK8_HUMAN,unreviewed,Cell division control protein 42 homolog,CDC42,Homo sapiens (Human),166
231,NPHP4,,CDC42,P60953,CDC42_HUMAN,reviewed,Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein),CDC42,Homo sapiens (Human),191
232,NPHP4,,CDC42,Q5JYX0,Q5JYX0_HUMAN,unreviewed,Cell division control protein 42 homolog (Fragment),CDC42,Homo sapiens (Human),136
233,NPHP4,,KDM1A,O60341,KDM1A_HUMAN,reviewed,Lysine-specific histone demethylase 1A (EC 1.-.-.-) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2),KDM1A AOF2 KDM1 KIAA0601 LSD1,Homo sapiens (Human),852
234,NPHP4,,KDM1A,R4GMP9,R4GMP9_HUMAN,unreviewed,Lysine-specific histone demethylase 1A (Fragment),KDM1A,Homo sapiens (Human),301
235,NPHP4,,KDM1A,R4GMQ1,R4GMQ1_HUMAN,unreviewed,Lysine-specific histone demethylase (EC 1.-.-.-),KDM1A,Homo sapiens (Human),858
236,NPHP4,,RPL11,A0A2R8Y447,A0A2R8Y447_HUMAN,unreviewed,60S ribosomal protein L11,RPL11,Homo sapiens (Human),44
237,NPHP4,,RPL11,P62913,RL11_HUMAN,reviewed,60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5),RPL11,Homo sapiens (Human),178
238,NPHP4,,RPL11,Q5VVC8,Q5VVC8_HUMAN,unreviewed,60S ribosomal protein L11,RPL11,Homo sapiens (Human),167
239,NPHP4,,RPL11,Q5VVD0,Q5VVD0_HUMAN,unreviewed,"Ribosomal protein L11, isoform CRA_b (cDNA, FLJ92077, Homo sapiens ribosomal protein L11 (RPL11), mRNA)",RPL11 hCG_1739238,Homo sapiens (Human),178
240,NPHP4,,GALE,A0A024RAB7,A0A024RAB7_HUMAN,unreviewed,"UDP-galactose-4-epimerase, isoform CRA_b",GALE hCG_37681,Homo sapiens (Human),239
241,NPHP4,,GALE,Q14376,GALE_HUMAN,reviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylgalactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactose 4-epimerase),GALE,Homo sapiens (Human),348
242,NPHP4,,GALE,Q5QPP1,Q5QPP1_HUMAN,unreviewed,UDP-glucose 4-epimerase (Fragment),GALE,Homo sapiens (Human),194
243,NPHP4,,GALE,Q5QPP3,Q5QPP3_HUMAN,unreviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Fragment),GALE,Homo sapiens (Human),227
244,NPHP4,,GALE,Q5QPP4,Q5QPP4_HUMAN,unreviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Fragment),GALE,Homo sapiens (Human),239
245,NPHP4,,GALE,Q5QPP9,Q5QPP9_HUMAN,unreviewed,UDP-glucose 4-epimerase (Fragment),GALE,Homo sapiens (Human),108
246,NPHP4,,HMGCL,B1AK13,B1AK13_HUMAN,unreviewed,"3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (Hydroxymethylglutaricaciduria), isoform CRA_b (cDNA FLJ16378 fis, clone TKIDN2016399, highly similar to Hydroxymethylglutaryl-CoA lyase, mitochondrial)",HMGCL hCG_37683,Homo sapiens (Human),300
247,NPHP4,,HMGCL,G8FGB4,G8FGB4_HUMAN,unreviewed,"Mutant 3-hydroxymethyl-3-methylglutaryl-CoA lyase, transcript variant 1 (Fragment)",HMGCL,Homo sapiens (Human),30
248,NPHP4,,HMGCL,H0Y2L7,H0Y2L7_HUMAN,unreviewed,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (Fragment)",HMGCL,Homo sapiens (Human),182
249,NPHP4,,HMGCL,L8EC54,L8EC54_HUMAN,unreviewed,Alternative protein HMGCL,HMGCL,Homo sapiens (Human),52
250,NPHP4,,HMGCL,P35914,HMGCL_HUMAN,reviewed,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)",HMGCL,Homo sapiens (Human),325
251,NPHP4,,FUCA1,P04066,FUCO_HUMAN,reviewed,Tissue alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1) (Alpha-L-fucosidase 1),FUCA1 Nbla10230,Homo sapiens (Human),466
252,NPHP4,,LDLRAP1,Q5SW96,ARH_HUMAN,reviewed,Low density lipoprotein receptor adapter protein 1 (Autosomal recessive hypercholesterolemia protein),LDLRAP1 ARH,Homo sapiens (Human),308
253,NPHP4,,SEPN1,Q9NZV5,SELN_HUMAN,reviewed,Selenoprotein N (SelN),SELENON SELN SEPN1,Homo sapiens (Human),590
254,NPHP4,,DHDDS,E9PI09,E9PI09_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-),DHDDS,Homo sapiens (Human),198
255,NPHP4,,DHDDS,E9PI64,E9PI64_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),130
256,NPHP4,,DHDDS,E9PKJ5,E9PKJ5_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),60
257,NPHP4,,DHDDS,E9PL99,E9PL99_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),71
258,NPHP4,,DHDDS,E9PR24,E9PR24_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),165
259,NPHP4,,DHDDS,E9PRS7,E9PRS7_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),122
260,NPHP4,,DHDDS,E9PSH7,E9PSH7_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),85
261,NPHP4,,DHDDS,H0Y4T1,H0Y4T1_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),162
262,NPHP4,,DHDDS,Q5T0A0,Q5T0A0_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS,DHDDS,Homo sapiens (Human),73
263,NPHP4,,DHDDS,Q5T0A1,Q5T0A1_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-),DHDDS,Homo sapiens (Human),209
264,NPHP4,,DHDDS,Q5T0A2,Q5T0A2_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),173
265,NPHP4,,DHDDS,Q5T0A3,Q5T0A3_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),DHDDS,Homo sapiens (Human),216
266,NPHP4,,DHDDS,Q5T0A6,Q5T0A6_HUMAN,unreviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (Fragment),DHDDS,Homo sapiens (Human),169
267,NPHP4,,DHDDS,Q86SQ9,DHDDS_HUMAN,reviewed,Dehydrodolichyl diphosphate synthase complex subunit DHDDS (EC 2.5.1.87) (Cis-isoprenyltransferase) (CIT) (Cis-IPTase) (Cis-prenyltransferase subunit hCIT) (Epididymis tissue protein Li 189m),DHDDS HDS,Homo sapiens (Human),333
268,NPHP4,,ARID1A,A0A087WUV6,A0A087WUV6_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A,ARID1A,Homo sapiens (Human),1141
269,NPHP4,,ARID1A,A0A0S2Q0B1,A0A0S2Q0B1_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A,ARID1A,Homo sapiens (Human),2285
270,NPHP4,,ARID1A,A0A1B0GTU5,A0A1B0GTU5_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),1903
271,NPHP4,,ARID1A,A0A1B0GVT5,A0A1B0GVT5_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),206
272,NPHP4,,ARID1A,A4FU79,A4FU79_HUMAN,unreviewed,ARID1A protein (Fragment),ARID1A,Homo sapiens (Human),164
273,NPHP4,,ARID1A,C1KEN7,C1KEN7_HUMAN,unreviewed,ARID1A (Fragment),ARID1A,Homo sapiens (Human),37
274,ESPN,,ARID1A,E9PQW6,E9PQW6_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),122
275,ESPN,,ARID1A,H0Y488,H0Y488_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A,ARID1A,Homo sapiens (Human),1901
276,ESPN,,ARID1A,H0YCU6,H0YCU6_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),144
277,PLEKHG5,,ARID1A,H0YEW5,H0YEW5_HUMAN,unreviewed,AT-rich interactive domain-containing protein 1A (Fragment),ARID1A,Homo sapiens (Human),188
278,PLEKHG5,,ARID1A,O14497,ARI1A_HUMAN,reviewed,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,Homo sapiens (Human),2285
279,PLEKHG5,,PIGV,A0A0A0MSQ1,A0A0A0MSQ1_HUMAN,unreviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (Fragment),PIGV,Homo sapiens (Human),72
280,PLEKHG5,,PIGV,A0A0A0MSX6,A0A0A0MSX6_HUMAN,unreviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (Fragment),PIGV,Homo sapiens (Human),182
281,PLEKHG5,,PIGV,E9PQC7,E9PQC7_HUMAN,unreviewed,GPI mannosyltransferase 2,PIGV,Homo sapiens (Human),74
282,PLEKHG5,,PIGV,Q9NUD9,PIGV_HUMAN,reviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Phosphatidylinositol-glycan biosynthesis class V protein) (PIG-V),PIGV,Homo sapiens (Human),493
283,PLEKHG5,,PIGV,X1WI27,X1WI27_HUMAN,unreviewed,GPI mannosyltransferase 2 (EC 2.4.1.-) (Fragment),PIGV,Homo sapiens (Human),120
284,PLEKHG5,,AHDC1,Q5TGY3,AHDC1_HUMAN,reviewed,AT-hook DNA-binding motif-containing protein 1,AHDC1,Homo sapiens (Human),1603
285,PLEKHG5,,YARS,A0A0S2Z4P3,A0A0S2Z4P3_HUMAN,unreviewed,Tyrosyl-tRNA synthetase isoform 2,YARS,Homo sapiens (Human),44
286,PLEKHG5,,YARS,A0A0S2Z4R1,A0A0S2Z4R1_HUMAN,unreviewed,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (Fragment),YARS,Homo sapiens (Human),528
287,PLEKHG5,,YARS,P54577,SYYC_HUMAN,reviewed,"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]",YARS,Homo sapiens (Human),528
288,PLEKHG5,,AK2,A0A140VK93,A0A140VK93_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",AK2,Homo sapiens (Human),239
289,PLEKHG5,,AK2,F8VPP1,F8VPP1_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial",AK2,Homo sapiens (Human),42
290,PLEKHG5,,AK2,F8VY04,F8VY04_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial",AK2,Homo sapiens (Human),190
291,PLEKHG5,,AK2,F8VZG5,F8VZG5_HUMAN,unreviewed,"Adenylate kinase 2, mitochondrial",AK2,Homo sapiens (Human),162
